"chain";"providedId";"gln";"orgNumber";"name";"address";"postcode";"city";"phone";"email";"latitude";"longitude";"hasPost";"openSunday"
"Rema";"1548400";"7080001315474";"913052935";"Marken";"Marken 34";"5017";"BERGEN";"55315399";"marken@rema.no";60.391128939;5.33191234;false;false
"Rema";"1548841";"7080001408503";"917971269";"Spectrum";"Folke Bernadottesvei 44";"5147";"FYLLINGSDALEN";"55166400";"spectrum@rema.no";60.350710987;5.288805765;false;false
"Rema";"1548850";"7080001190811";"993792659";"Melhus Torg";"Per Bortens veg 3";"7224";"Melhus";"72878710";"melhus.torg@rema.no";63.285552679;10.280222039;false;false
"Rema";"1552821";"7080001206840";"994528688";"Botngård";"Emil Schanches gate 3";"7160";"BJUGN";"72528640";"botngard@rema.no";63.763557488;9.805160586;false;false
"Rema";"1552822";"7080001192914";"894035412";"Brennåsen";"Brennåsmoen 1";"4647";"BRENNÅSEN";"38180980";"brennasen@rema.no";58.138579719;7.856035726;false;false
"Rema";"1552824";"7080001335410";"997365054";"Glomfjord";"Ørnesveien 1";"8160";"GLOMFJORD";"75752060";"glomfjord@rema.no";66.816570035;13.94274859;false;false
"Rema";"1552825";"7080001358389";"915007597";"Grua";"Hadelandsveien 1497";"2742";"GRUA";"61325070";"grua@rema.no";60.251019701;10.675020661;false;false
"Rema";"1552826";"7080001409807";"918096841";"Jakobsli";"Jakobsliveien 59 A";"7058";"JAKOBSLI";"73911970";"jakobsli@rema.no";63.420562553;10.494574243;false;false
"Rema";"1552827";"7080001191764";"993970573";"Kilamyra";"Kila";"9415";"HARSTAD";"77078000";"kilamyra@rema.no";68.738641206;16.561128268;false;false
"Rema";"1552828";"7080001335045";"913915666";"Lom";"Stupulvegen 9";"2686";"LOM";"61211110";"lom@rema.no";61.840666887;8.573734052;false;false
"Rema";"1552829";"7080001287054";"999108180";"Majorstua";"Sørkedalsveien 1 A";"0369";"OSLO";"22608960";"majorstua@rema.no";59.929802505;10.71367948;false;false
"Rema";"1552830";"7080001399870";"917250421";"Melbu";"Neptunveien 2";"8445";"Melbu";"76152779";"melbu@rema.no";68.501380936;14.81402761;false;false
"Rema";"1552831";"7080001346751";"914310024";"Morvik";"Slettevikvegen 1";"5124";"ULSET";"55181407";"morvik@rema.no";60.4743112;5.265761438;false;false
"Rema";"1552832";"7080001397456";"917081808";"Palmafossen";"Brynamoen 8 (Voss Handelshus)";"5705";"VOSS";"56510768";"palmafossen@rema.no";60.635695742;6.458802879;false;false
"Rema";"1552833";"7080001166700";"992563869";"Revetal";"Revetalgt. 2";"3174";"Revetal";"33064946";"revetal@rema.no";59.372498105;10.266455051;false;false
"Rema";"1552834";"7080001306496";"912431959";"Ridabu";"Kappvegen 1";"2322";"RIDABU";"62596432";"ridabu@rema.no";60.805995274;11.147526466;false;false
"Rema";"1552835";"7080001377113";"915521517";"Rombaksveien";"Rombaksveien 45";"8517";"NARVIK";"47677062";"rombaksveien@rema.no";68.444929139;17.451401276;false;false
"Rema";"1552836";"7080001196486";"894235942";"Rørvik";"Havnegata 7";"7900";"RØRVIK";"74361555";"rorvik@rema.no";64.858950458;11.231733471;false;false
"Rema";"1552837";"7080001194000";"994251112";"Seljord";"Ingrid Slettensvei 6";"3840";"SELJORD";"35050450";"seljord@rema.no";59.482792615;8.628496085;true;false
"Rema";"1552838";"7080001197582";"991050876";"Skinsnes";"Sommerkroveien 4";"4515";"MANDAL";"38263050";"skinsnes@rema.no";58.027110058;7.475285186;false;false
"Rema";"1552839";"7080001373931";"911782006";"Skjeberg";"Stasjonsveien 55";"1746";"SKJEBERG";"69147400";"skjeberg@rema.no";59.2106004;11.1903299;false;false
"Rema";"1552840";"7080001201661";"886088442";"Sogn";"Rolf E Stenersens Allè 26";"0858";"OSLO";"23009019";"sogn@rema.no";59.953266436;10.72930776;false;false
"Rema";"1552841";"7080001296278";"911723174";"Stange";"Romedalsveien 18";"2335";"STANGE";"62579240";"stange@rema.no";60.721026441;11.197942222;false;false
"Rema";"1552842";"7080001220433";"995542943";"Stoa";"Sagvannsveien 38";"4848";"ARENDAL";"37098206";"stoa@rema.no";58.465345414;8.711211488;false;false
"Rema";"1552844";"7080001199265";"994325191";"Stryn";"Tonningsgata 4";"6783";"STRYN";"57872024";"stryn@rema.no";61.903387881;6.718593447;false;true
"Rema";"1552845";"7080001310691";"998438667";"Torggata";"Torggata 2";"0181";"OSLO";"22411390";"torggata@rema.no";59.913749436;10.747143069;false;false
"Rema";"1552846";"7080001248000";"996860590";"Trelastgården";"Platousgate 31-33";"0190";"OSLO";"22173107";"trelastgarden@rema.no";59.910489;10.764552;false;false
"Rema";"1552847";"7080001193355";"983093930";"Ågotnes";"Skjærgårdsvegen 1384";"5363";"ÅGOTNES";"56320586";"agotnes@rema.no";60.403611563;5.001830678;false;false
"Rema";"1552848";"7080001384722";"916254695";"Båtsfjord";"Skogholmvegen";"9990";"BÅTSFJORD";"78984363";"batsfjord@rema.no";70.631263783;29.712593025;false;false
"Rema";"1553127";"7080001232429";"996052494";"Støperiveien";"Støperiveien 10D";"2010";"STRØMMEN";"63818920";"stoperiveien@rema.no";59.947650532;11.007197487;false;false
"Rema";"1553128";"7080001310684";"996831671";"Vækerøveien";"Vækerøveien 114 D";"0383";"OSLO";"24129270";"vekeroveien@rema.no";59.934652792;10.639031246;false;false
"Rema";"1553129";"7080001401085";"917362858";"Ørebekk";"Storveien 9";"1624";"GRESSVIK";"69342810";"orebekk@rema.no";59.22788057;10.910648063;false;false
"Rema";"1553147";"7080001351366";"914493315";"Bispehaugen";"Aslak Boltsgate 40a";"2316";"HAMAR";"62533560";"bispehaugen@rema.no";60.797184948;11.051058817;false;false
"Rema";"1553243";"7080001214531";"885054552";"Solsiden";"Dyre Halsesgt. 1 A";"7014";"TRONDHEIM";"73521380";"solsiden@rema.no";63.436465613;10.416529932;false;true
"Rema";"1553244";"7080001301873";"899251962";"Malvik Senter";"Svebergveien 3";"7550";"HOMMELVIK";"73975480";"malvik.senter@rema.no";63.420649477;10.755008172;false;false
"Rema";"1553301";"7080001397944";"917109222";"Frøya";"Sørveien 17 B";"7260";"Sistranda";"47518989";"froya@rema.no";63.728777306;8.82813305;true;false
"Rema";"1553329";"7080001398255";"817155022";"Byporten";"Terminalveien 5";"8626";"Mo i Rana";"75153640";"byporten@rema.no";66.306596506;14.128498515;false;false
"Rema";"1553348";"7080001217952";"981938860";"Gjelleråsen";"Carl Bergersens vei 3";"1481";"HAGAN";"67061382";"gjellerasen@rema.no";59.984665531;10.928201347;false;false
"Rema";"1553817";"7080001283360";"898820912";"Skiptvet";"Storveien 7";"1816";"SKIPTVET";"69809136";"skiptvet@rema.no";59.472884746;11.163329546;true;false
"Rema";"1553821";"7080001318666";"913275586";"Lakkegata";"Herslebsgata 17 A";"0561";"OSLO";"22679034";"lakkegata@rema.no";59.917963414;10.76377732;false;false
"Rema";"1553827";"7080001415563";"918633103";"Håland";"Hognestadvegen 90";"4344";"BRYNE";"51487902";"haland@rema.no";58.721228612;5.654861261;false;false
"Rema";"1553828";"7080001307400";"911726866";"Kanalveien";"Kanalveien 1";"2004";"LILLESTRØM";"63892880";"kanalveien@rema.no";59.952013466;11.045441369;false;false
"Rema";"1553837";"7080001395568";"916947704";"Bobyn Verdal";"Magnus den godes veg 23";"7653";"Verdal";"74079381";"bobyn@rema.no";63.78195427;11.470772314;false;false
"Rema";"1553932";"7080001278205";"988919381";"Fitjar";"";"5419";"FITJAR";"53497050";"fitjar@rema.no";59.919883162;5.327396799;false;false
"Rema";"1553968";"7080001228927";"995905876";"Bergseng";"BERGSVEIEN 6";"9403";"HARSTAD";"77077910";"bergseng@rema.no";68.812857674;16.514554752;false;false
"Rema";"1553978";"7080001229559";"987168250";"Bjørndal";"Slimeveien 6";"1275";"OSLO";"22614270";"bjorndal@rema.no";59.83227829;10.837949106;false;false
"Rema";"1554030";"7080001346676";"914304458";"Rena";"Trudvanggata 15";"2450";"RENA";"62440860";"rena@rema.no";61.133580963;11.369586153;false;false
"Rema";"1554041";"7080001231590";"996043312";"Hovenga";"Augestadveien 1";"3915";"PORSGRUNN";"35556730";"hovenga@rema.no";59.148799182;9.662621699;false;false
"Rema";"1554043";"7080001374051";"915558054";"Veisletta";"Tanaveien 12";"9800";"VADSØ";"78953870";"veisletta@rema.no";70.080733079;29.70699749;false;false
"Rema";"1554045";"7080001227012";"995372746";"Froland";"Osedalen";"4820";"FROLAND";"37037040";"froland@rema.no";58.507477552;8.630456752;false;false
"Rema";"1554142";"7080001235789";"996124126";"Røros";"Falunveien 9";"7374";"RØROS";"72412680";"roros@rema.no";62.575158549;11.398304132;true;true
"Rema";"1554159";"7080001232849";"996086224";"Årstaddalen";"Gamle Sokndalsvei 53";"4372";"EGERSUND";"51492980";"arstaddalen@rema.no";58.438430779;6.008596809;false;false
"Rema";"1554215";"7080001327576";"913671449";"Averøy";"Røsand Industriområde";"6530";"AVERØY";"71516010";"averoy@rema.no";63.067902551;7.646457906;true;false
"Rema";"1554283";"7080001235659";"992546018";"Landås";"Nattlandsveien 84";"5094";"BERGEN";"55281700";"landas@rema.no";60.35794257;5.368617935;false;false
"Rema";"1554307";"7080001317256";"913167384";"Fredensborgveien";"Fredensborgveien 24 b";"0177";"OSLO";"22693960";"fredensborgveien@rema.no";59.919252676;10.747709325;false;false
"Rema";"1554503";"7080001243302";"996390829";"Universitetsgata";"Universitetsgata 7";"0164";"OSLO";"22202580";"universitetsgata@rema.no";59.917107253;10.738922677;false;false
"Rema";"1554518";"7080001409739";"918096833";"Årdalstangen";"Tangevegen 5";"6885";"ÅRDALSTANGEN";"57661500";"ardalstangen@rema.no";61.239226127;7.711632936;true;false
"Rema";"1554528";"7080001408466";"999095151";"Veldrebakken";"Ulfsbakveien 2";"3267";"LARVIK";"33199070";"veldrebakken@rema.no";59.049045566;9.991954294;false;false
"Rema";"1554530";"7080001384357";"916218281";"Vollen";"Arnestadveien 1";"1390";"VOLLEN";"66900400";"vollen@rema.no";59.806978254;10.486769863;false;false
"Rema";"1554625";"7080001409777";"917983232";"Sørreisa";"Larsegårdveien 10";"9310";"SØRREISA";"77864650";"sorreisa@rema.no";69.145177292;18.155934956;false;false
"Rema";"1554648";"7080001366995";"915350410";"Rosenhoff";"Olaf Schousvei 2";"0570";"OSLO";"22717390";"rosenhoff@rema.no";59.92975385;10.780279358;false;false
"Rema";"1554649";"7080001249793";"987945079";"Stadion";"Stadion 33";"1671";"KRÅKERØY";"69347220";"stadion@rema.no";59.213492404;10.927205482;false;false
"Rema";"1554660";"7080001246730";"986083855";"Opstadveien";"Opstadveien 2";"4330";"ÅLGÅRD";"51610260";"opstadveien@rema.no";58.77858023;5.833032762;false;false
"Rema";"1554666";"7080001362805";"915157939";"Frydenlund";"Frydenlundsgata 2";"8516";"NARVIK";"76948380";"frydenlund@rema.no";68.438605413;17.417216879;false;false
"Rema";"1555066";"7080001407209";"917916616";"Åmot";"Lilleåsgata 2 - 4";"3340";"ÅMOT";"32782780";"aamot@rema.no";59.892671922;9.926028294;false;false
"Rema";"1555335";"7080001288983";"999253679";"Hokksund";"Vestre Brugate 2";"3300";"HOKKSUND";"32753320";"hokksund@rema.no";59.77283633;9.907802996;false;false
"Rema";"1555668";"7080001412074";"918450165";"Son";"Gartnerveien 3";"1555";"SON";"64956990";"son@rema.no";59.496444019;10.69412204;false;false
"Rema";"1555694";"7080001261108";"997662059";"Heistad";"Pansvei 2";"3940";"PORSGRUNN";"35551280";"heistad@rema.no";59.075974905;9.684153823;false;true
"Rema";"1555716";"7080001261917";"979455496";"Garnesveien";"Garnesvegen 7";"5260";"INDRE ARNA";"55531650";"garnesveien@rema.no";60.42857035;5.469521493;false;false
"Rema";"1555725";"7080001259617";"997596277";"Lade Arena";"Haakon VII gate 8-10";"7041";"TRONDHEIM";"73521120";"lade.arena@rema.no";63.441737866;10.458263851;false;false
"Rema";"1555726";"7080001299491";"911940655";"Brobekkveien";"Brobekkveien 31-33";"0598";"OSLO";"22645660";"brobekkveien@rema.no";59.939741477;10.824037261;false;false
"Rema";"1555923";"7080001264468";"997893204";"Storo";"Sandakerveien 78";"0484";"OSLO";"22222462";"storo@rema.no";59.943702718;10.770937286;false;false
"Rema";"1555924";"7080001360849";"915119980";"Tinnheia";"Tinnheiveien 20";"4629";"KRISTIANSAND";"38198070";"tinnheia@rema.no";58.146842956;7.95662945;false;false
"Rema";"1556117";"7080001316976";"983584519";"Skaarlia";"Skaarlia 1";"4326";"SANDNES";"51624440";"skaarlia@rema.no";58.841836862;5.765648561;false;false
"Rema";"1556227";"7080001394554";"916856229";"Vadsø";"Postboks 169";"9811";"VADSØ";"78953771";"vadso@rema.no";70.071917507;29.753293214;true;false
"Rema";"1556291";"7080001279288";"998582628";"Strømmen Storsenter";"Støperiveien 5";"2010";"STRØMMEN";"63801075";"strommen@rema.no";59.947285979;11.007331001;false;false
"Rema";"1658931";"7080001405458";"916178271";"Nedenes";"Vesterveien 737";"4823";"NEDENES";"37094676";"nedenes@rema.no";58.417459;8.700404;false;false
"Rema";"1658932";"7080001284848";"998838088";"AMFI Sogningen";"Brygjegata 5";"6856";"SOGNDAL";"57675720";"sogningen@rema.no";61.2321658;7.1036529;false;false
"Rema";"1658959";"7080001363987";"915242790";"Gimsøy";"Porsgrunnsveien 5 - 7";"3730";"SKIEN";"35522730";"gimsoy@rema.no";59.191762;9.6111075;true;true
"Rema";"1663037";"7080001285418";"998558670";"Gjøvik Stadion";"Marcus Thranesgt. 8";"2821";"GJØVIK";"61171120";"gjovik.stadion@rema.no";60.7989866;10.6844721;false;false
"Rema";"1664258";"7080001282967";"994841068";"Ellingsrud";"Skansen Terrasse 2";"1062";"OSLO";"22328240";"ellingsrud@rema.no";59.938556461;10.907893977;true;false
"Rema";"1664641";"7080001305345";"912379051";"Nidarvoll";"Sluppenvegen 2";"7037";"TRONDHEIM";"73574515";"nidarvoll@rema.no";63.3991306;10.4030012;false;true
"Rema";"1664694";"7080001389444";"915607004";"Toppen";"Hvittingfossveien 131";"3080";"HOLMESTRAND";"33066400";"toppen@rema.no";59.4907585;10.2937339;true;false
"Rema";"1664697";"7080001291914";"999575293";"Vestby Storsenter";"Senterveien 6";"1540";"VESTBY";"64955086";"storsentervestby@rema.no";59.603221166;10.742191626;false;false
"Rema";"1728453";"7080001294144";"911569914";"Treschowsgate";"Treschowsgate 19 B";"0470";"OSLO";"22182525";"treschowsgate@rema.no";59.9389757;10.7623474;false;false
"Rema";"1729131";"7080001296049";"999111025";"Evje";"Verksveien 12";"4735";"EVJE";"37931000";"evje@rema.no";58.583273;7.797168;false;true
"Rema";"1754139";"7080001318543";"996391612";"Sandstuveien";"Sandstusveien 60 A";"1184";"OSLO";"22614190";"sandstuveien@rema.no";59.8877046;10.8055309;false;false
"Rema";"1765647";"7080001318598";"913276019";"Metro Senter";"Kulturhusgata 2";"1473";"LØRENSKOG";"67908920";"metro@rema.no";59.927111;10.962492;false;false
"Rema";"1789486";"7080001298593";"911865106";"Torshovdalen";"Hans Nielsen Hauges gate 37 E";"0481";"OSLO";"22150510";"torshovdalen@rema.no";59.938649998;10.780565549;false;false
"Rema";"1789705";"7080001299903";"911917939";"Kroppanmarka";"Okstadveien 1-3";"7075";"TILLER";"90598008";"kroppanmarka@rema.no";63.382759;10.377629;false;false
"Rema";"1839396";"7080001402976";"917534721";"Saga Senter";"Dampsaga Alle 2";"2053";"JESSHEIM";"63973940";"sagasenter@rema.no";60.141496;11.180213;false;false
"Rema";"1879689";"7080001400705";"996764974";"Østerøyveien";"Østerøyveien 2";"3236";"SANDEFJORD";"33483450";"osteroyveien@rema.no";59.1342019;10.2514735;false;false
"Rema";"1899339";"7080001295905";"995721619";"Skullerud";"Johan Scharffenbergsvei 75";"0694";"OSLO";"22623780";"skullerud@rema.no";59.867834;10.8395077;true;false
"Rema";"1950641";"7080001303983";"991862862";"Bertnes";"Fenesveien 10";"8030";"BODØ";"75515112";"bertnes@rema.no";67.287273;14.592006;false;false
"Rema";"1950852";"7080001300159";"912025772";"Ryensvingen";"Ryensvingen 5-7";"0680";"OSLO";"22370980";"ryensvingen@rema.no";59.8927459;10.8048765;false;false
"Rema";"1952120";"7080001354299";"914732514";"Sannidal";"Tangen 11";"3766";"SANNIDAL";"35982540";"sannidal@rema.no";58.8961194;9.2832892;true;false
"Rema";"1952133";"7080001306380";"912345211";"OTI Senteret";"Tverradkomsten 60";"7300";"ORKANGER";"72485470";"oti@rema.no";63.306092;9.83899;false;false
"Rema";"1952134";"7080001305437";"982111404";"Silovegen";"Silovegen 24";"2150";"ÅRNES";"63902720";"silovegen@rema.no";60.1260184;11.4693045;false;false
"Rema";"1952135";"7080001308766";"912508056";"Ammerud";"Ammerudveien 21";"0958";"OSLO";"22802960";"ammerud@rema.no";59.9585519;10.871134;true;false
"Rema";"1952909";"7080001306113";"996203123";"Rønvik";"Jernbaneveien 33";"8012";"BODØ";"90951065";"ronvik@rema.no";67.2976;14.402;false;false
"Rema";"1952910";"7080001305277";"992000988";"Rådhusplassen";"Rådhusplassen 35";"1430";"ÅS";"64977006";"radhusplassen@rema.no";59.6646447;10.7884526;false;false
"Rema";"1952911";"7080001300951";"977325161";"Åsane Senter";"Åsane Senter 51";"5116";"ULSET";"55196520";"asane@rema.no";60.4682224;5.3251243;false;false
"Rema";"1953404";"7080001305260";"988089141";"Sandved";"Jærveien 123";"4318";"Sandnes";"51660040";"sandved@rema.no";58.8384839;5.7233679;false;false
"Rema";"1953405";"7080001308452";"986515984";"Fjell";"Fjellavegen 228";"5357";"Fjell";"56330643";"fjell@rema.no";60.3307699;5.0766283;true;false
"Rema";"1963485";"7080001305734";"996861260";"Årvoll";"Årvollveien 17";"0590";"OSLO";"22652777";"arvoll@rema.no";59.9449953;10.8091271;false;false
"Rema";"1965622";"7080001314361";"988706752";"Brødløs";"BRA veien 54";"1782";"HALDEN";"69188123";"brodlos@rema.no";59.1392414;11.3793486;false;false
"Rema";"1965623";"7080001311162";"912746127";"Vulkan";"Maridalsveien 15";"0178";"OSLO";"22608908";"vulkan@rema.no";59.922419;10.7509405;false;false
"Rema";"1968912";"7080001315399";"913060296";"Elgeseter";"Klæbuveien 68";"7030";"TRONDHEIM";"97082690";"elgeseter@rema.no";63.415491842;10.399117553;false;false
"Rema";"1969702";"7080001315375";"913074637";"Inderøy";"Nesjordet 1";"7670";"INDERØY";"95868960";"inderoy@rema.no";63.873866189;11.297914032;false;false
"Rema";"1970161";"7080001322113";"913266331";"Lystlunden";"Moloveien 1A";"3187";"HORTEN";"33036690";"lystlunden@rema.no";59.4168115;10.4909717;false;false
"Rema";"1972058";"7080001319502";"913308654";"Digernes";"Skodje";"6260";"SKODJE";"70275400";"digernes@rema.no";62.49330966;6.608265876;false;false
"Rema";"1972063";"7080000080342";"974362872";"Ålgård";"Sandnesveien 15";"4330";"ÅLGÅRD";"51619150";"aalgaard@rema.no";58.7677321;5.8612382;false;false
"Rema";"1973375";"7080001325671";"913510151";"Kolbotn";"Ormerudveien 82";"1410";"KOLBOTN";"66803490";"kolbotn@rema.no";59.8232957;10.8088041;false;false
"Rema";"1973754";"7080001417925";"918699627";"Fabrikkvegen";"Fabrikkvegen 3";"2383";"BRUMUNDDAL";"62355670";"fabrikkvegen@rema.no";60.8875248;10.93045;false;false
"Rema";"1974291";"7080001374389";"976842510";"Nordsia";"Bogaveien 5";"7725";"STEINKJER";"74145220";"nordsia@rema.no";64.018980115;11.491518164;false;false
"Rema";"1975648";"7080001335915";"914001110";"Tordenskjoldsgate";"Tordenskjoldsgate 2";"4612";"KRISTIANSAND";"38025434";"tordenskjoldsgate@rema.no";58.146893;7.9881375;false;false
"Rema";"2006190";"7080001335816";"914047706";"Ilsvika";"Mellomila 75";"7018";"TRONDHEIM";"73921073";"ilsvika@rema.no";63.4314797;10.3583007;false;false
"Rema";"2006191";"7080001335847";"996510743";"Bygnes";"Bygnes Senter  Fotvegen 1A";"4250";"KOPERVIK";"52827480";"bygnes@rema.no";59.2931364;5.2914402;false;false
"Rema";"2006400";"7080001413767";"917592977";"Skulestadmo";"Strandavegen 335";"5710";"SKULESTADMO";"56522840";"skulestadmo@rema.no";60.660048;6.4359893;false;false
"Rema";"2007069";"7080001344375";"914047714";"Guldbergaunet";"Ogndalsveien 49";"7716";"STEINKJER";"74143139";"guldbergaunet@rema.no";64.0172744;11.5049951;false;false
"Rema";"2007221";"7080001347451";"914346061";"Neskollen";"Melkeveien 2";"2165";"HVAM";"63908122";"neskollen@rema.no";60.123963828;11.339960353;false;false
"Rema";"2007230";"7080001325091";"913485343";"Risum";"Iddeveien 29";"1769";"HALDEN";"69188566";"risum@rema.no";59.1186824;11.4093695;false;false
"Rema";"2012330";"7080001346652";"914596130";"Krokdalsmyra";"Terminalveien 7";"8208";"FAUSKE";"75644440";"krokdalsmyra@rema.no";67.2701911;15.3952892;false;false
"Rema";"2012619";"7080001365554";"911960397";"Jessheim";"Ringveien 4";"2050";"JESSHEIM";"63971684";"jessheim@rema.no";60.1450927;11.1765954;false;false
"Rema";"2012853";"7080001348960";"914446996";"Stasjonsveien";"Stasjonsveien 51";"0771";"OSLO";"23082002";"stasjonsveien@rema.no";59.9479271;10.6653044;false;false
"Rema";"2012909";"7080001352820";"914597315";"Løken";"Sandumveien 2";"1960";"LØKEN";"63850100";"loken@rema.no";59.795326169;11.464388967;true;false
"Rema";"2013917";"7080001354305";"991391754";"Ottestad";"Holmlundvegen 1";"2312";"OTTESTAD";"62578000";"ottestad@rema.no";60.769770091;11.128284568;false;false
"Rema";"2020993";"7080001403287";"917244294";"Kremmartunet";"Sentrumsvegen 116";"3550";"GOL";"32074000";"kremmartunet@rema.no";60.7014963;8.9390266;false;false
"Rema";"2023564";"7080001366308";"984888694";"Skudenes";"Postveien 2";"4280";"Skudenes";"52843300";"skudenes@rema.no";59.150315042;5.258124359;false;false
"Rema";"2025464";"7080001364793";"915303447";"Halmstad";"Ryggeveien 375";"1580";"RYGGE";"69261500";"halmstad@rema.no";59.3760727;10.7587909;true;false
"Rema";"2026484";"7080001390570";"916689098";"Sjøvegan";"Strandvegen 2";"9350";"SJØVEGAN";"77171690";"sjovegan@rema.no";68.873192491;17.840332389;false;false
"Rema";"2028178";"7080001368159";"914638348";"Hoffsveien";"Hoffsveien 10";"0275";"OSLO";"22525045";"hoffsveien@rema.no";59.9257444;10.6748301;true;false
"Rema";"2028276";"7080001372408";"991712658";"Mosseporten";"Patterødveien 2";"1599";"MOSS";"69250060";"mosseporten@rema.no";59.4462438;10.703235;false;false
"Rema";"2028967";"7080001410056";"918139079";"Storhamar";"Kornsilovegen 58";"2316";"HAMAR";"62527173";"storhamar@rema.no";60.8017262;11.0351465;false;false
"Rema";"2028969";"7080001372835";"915563589";"Røakrysset";"Vækerøveien 210";"0751";"OSLO";"22525500";"roakrysset@rema.no";59.9471719;10.6426184;false;false
"Rema";"2029563";"7080001358150";"999030939";"Melkeplassen";"Øvre Fyllingsveien 77";"5161";"LAKSEVÅG";"55341100";"melkeplassen@rema.no";60.3731214;5.3012745;false;false
"Rema";"2029999";"7080001371531";"992618442";"Begby";"Haldenveien 6";"1639";"GML. FREDRIKSTAD";"69329000";"begby@rema.no";59.2083004;10.99089;false;false
"Rema";"2030017";"7080001375768";"915698204";"Olsrød Park";"Gauterødveien 6 B";"3154";"TØNSBERG";"33326000";"olsrod.park@rema.no";59.2751042;10.4511846;true;false
"Rema";"2030018";"7080001374457";"915646743";"Parkveien";"Parkveien 21/23";"0350";"OSLO";"22606022";"parkveien@rema.no";59.9212446;10.7289704;false;false
"Rema";"2030115";"7080001372392";"994985175";"Vinterbro";"Sjøskogenveien 7";"1407";"VINTERBRO";"64940010";"vinterbro@rema.no";59.73954;10.7708394;false;false
"Rema";"2030119";"7080001375171";"915700748";"Nannestad";"Ekervegen - kvartal 10";"2030";"NANNESTAD";"63999000";"nannestad@rema.no";60.220385003;11.015062055;true;false
"Rema";"2030170";"7080001377366";"815853652";"Lijordet";"Nordveien 43";"1359";"EIKSMARKA";"67156600";"lijordet@rema.no";59.9368284;10.6081731;false;false
"Rema";"2030487";"7080001413477";"918502637";"Oseberg";"Storgaten 2 B";"3126";"TØNSBERG";"33310100";"oseberg@rema.no";59.2641272;10.4142144;false;false
"Rema";"2030619";"7080001373450";"913167406";"Sem";"Døvleveien 5";"3170";"TØNSBERG";"33334000";"sem@rema.no";59.2842431;10.3333835;true;false
"Rema";"2030644";"7080001379285";"915919057";"Vingrom";"Torpavegen 2";"2607";"VINGROM";"61252525";"vingrom@rema.no";61.0469452;10.4334176;false;false
"Rema";"2030645";"7080001400996";"917563292";"Bøler";"Bølerlia 52";"0689";"OSLO";"22762000";"boler@rema.no";59.879616;10.8524319;false;false
"Rema";"2030668";"7080001377915";"915896014";"Bærums Verk";"Elvegangen 7";"1353";"BÆRUM";"67800002";"barums.verk@rema.no";59.9424522;10.5011914;true;false
"Rema";"2030673";"7080001379292";"915924999";"Hommelvik";"Havnevegen 20";"7550";"HOMMELVIK";"73970007";"hommelvik@rema.no";63.416477963;10.810015271;false;false
"Rema";"2030674";"7080001401429";"917326657";"Geilo";"Kyrkjevegen 2";"3580";"GEILO";"32089900";"geilo@rema.no";60.5341511;8.2080934;false;true
"Rema";"2031294";"7080001379780";"915955878";"Brokelandsheia";"Brokelandsheia øst 1";"4993";"SUNDEBRU";"37158800";"brokelandsheia@rema.no";58.822005554;9.073737438;false;false
"Rema";"2032382";"7080001379360";"915890741";"Røyslimoen";"Røyslivegen 1";"2611";"LILLEHAMMER";"90774707";"royslimoen@rema.no";61.099018485;10.506871467;true;false
"Rema";"2032383";"7080001377205";"912520587";"Hellerud";"Tvetenveien 170";"0671";"OSLO";"22755700";"hellerud@rema.no";59.9163916;10.8484995;false;false
"Rema";"2032439";"7080001383312";"916191685";"Ringebu";"Brugata 9";"2630";"RINGEBU";"61280400";"ringebu@rema.no";61.530394338;10.144584798;false;false
"Rema";"2033282";"7080001382537";"916137419";"Ålingen";"Myren 19";"3570";"ÅL";"32082800";"aalingen@rema.no";60.6308981;8.5643123;false;false
"Rema";"2033283";"7080001377908";"988432938";"Gjettum";"Bærumsveien 377";"1346";"GJETTUM";"67543000";"gjettum@rema.no";59.9086872;10.5337924;false;false
"Rema";"2037317";"7080000986996";"976874471";"Gran";"Morstadvegen 1";"2750";"GRAN";"61330012";"gran@rema.no";60.352666936;10.575522089;false;false
"Rema";"2037318";"7080001382445";"915931987";"Storaberget";"Binnekroken 1";"4034";"STAVANGER";"51576866";"storaberget@rema.no";58.896093;5.7244125;false;false
"Rema";"2039224";"7080001385675";"916244827";"Tempokrysset";"Skiringsalsveien 9A";"3211";"SANDEFJORD";"33475310";"tempokrysset@rema.no";59.1365302;10.2140251;false;false
"Rema";"2040195";"7080001388645";"916551320";"Vanse";"Oreveien 5";"4560";"Vanse";"38397500";"vanse@rema.no";58.0980932;6.6907901;false;true
"Rema";"2042479";"7080001384913";"916303149";"Trøgstad";"Kirkeveien 19";"1861";"TRØGSTAD";"69828100";"trogstad@rema.no";59.6417923;11.3154896;false;false
"Rema";"2043447";"7080001387129";"914978181";"Lørenskog Stasjonsby";"Haneborgveien 12";"1470";"LØRENSKOG";"67900300";"lorenskog.stasjonsby@rema.no";59.943811;10.95209;false;false
"Rema";"2044041";"7080001388188";"916648995";"Linden Park";"Strandparken 3";"3187";"HORTEN";"33070011";"linden.park@rema.no";59.4076534;10.4844974;false;false
"Rema";"2048258";"7080001387365";"916507496";"Hovin";"Hovinveien 43";"0576";"Oslo";"22350600";"hovin@rema.no";59.9204274;10.7930837;false;false
"Rema";"2048319";"7080001393137";"995566265";"Varnaveien";"Varnaveien 30";"1523";"MOSS";"69268990";"varnaveien@rema.no";59.4172721;10.6758437;false;false
